USER,DATE,STAR,LIKE,TITLE,REVIEW
jackieB23_714,2022-01-19 11:21:37-07:00,5,0,My go-to for migraine relief,"I started using this app when a migraine tracker app I was using recommended meditation as a migraine relief method. So glad I did! On days when I have brutal migraine pain, listening to the daily calm or the pain specific lessons helps me to reduce the pain from excruciating to a bearable level. Also once I began exploring the resources available on this app beyond simply pain relief, I have found the series on focus/procrastination to be incredibly helpful professionally, and also greatly enjoy the calming music library! Great app that keeps getting better. This is the only app I have on my phone that I pay for, and it’s worth every dollar."
Solracwins,2022-01-19 10:59:03-07:00,1,0,Crashes,Crashes and won’t stay open
Teradyl,2022-01-19 08:49:03-07:00,1,0,Terrible offline functionality,"Every time I start a sleep story it immediately downloads 30 mins of the track, and then stops. WHY NOT DOWNLOAD THE ENTIRE THING?!?! This means that if I lose service or put my phone on airplane mode (which helps to make sure you really don’t get bothered) the end of the story doesn’t work. Now you’d think the download button would work but NO IT DOESNT. Even if I press the download button after starting the story it doesn’t work unless I stop the story entirely and restart it…only THEN does it have the end downloaded (not what I want to do when trying to go to sleep). One year ago I got this app and thought eh they’ll fix this. STILL HAVENT FIXED IT. I’m done with Calm, going to headspace if this isn’t fixed soon."
mikethehousekey123,2022-01-19 05:38:10-07:00,3,0,I like it but……….,Ok so to start off I like it but I can barely even use anything. I was trying to do the 7 day sleep meditation but I can only do the first day and I had to repeat the first day over and over and over. All because I didn’t have the premium and the premium is $70 a year. I didn’t want to get it because that would waste my money but everything is locked for premium. So here is what I am thinking that you should do I think you should make it 50/50. Like 50% of the stuff that is locked for the premium and make it not premium so it can be fair to those who don’t have the premium and to those who have it. Now let’s talk about the price we should make it reasonable enough to get and instead of $70 let’s make it 35 dollars so it can be fair and people would be happy if they had the premium or not because they get a reasonable price and they get to use many of the meditations if they have it and if they don’t. Sorry if this was confusing but I want it to be fair because the price and the amount of meditations that you can use without the premium wasn’t fair so I wanted to make it reasonable and fair. So now I want to hear what you have to say because there are many other people that might agree with me but I am wondering if you do too
iaramorton,2022-01-19 03:04:32-07:00,1,0,Leaves a lot to desire,"Not at all what I expected. I find much better sounds to sleep through Alexa or through free videos on YouTube. Frankly, I don’t like it all and regret I wasted money."
Mrs. Bay bays,2022-01-19 01:00:52-07:00,1,0,Cannot access anything without agreeing to pay $70 at the end of a week,"I cannot stand apps like this. I’m scrolling FB at night because I can’t sleep. This ad shows up and ropes you in. Download it and find out the only way you can access ANYTHING is if you agree to a trial and then $70 a year. The entire purpose of apps doing this is because most people forget about what day they have to cancel it by. No, thank you. I’m not agreeing to anything (7 day trial or not) without even being able to use it ONCE first. Extremely disappointing and now it’s 4am and I wasted a good 20-ish mins with this."
Foxyglove,2022-01-18 22:51:27-07:00,5,0,Best bedfellow,"I’ve been a subscriber for over five years and I’ve seen this app grow and expand so beautifully. I don’t know what I would do without Calm, there is rarely a night when I don’t listen to a sleep story. Keep up the great work!!!"
LT1926825,2022-01-18 21:54:36-07:00,5,0,"So helpful for tinnitus, headaches, anxiety post concussion","I’ve suffered from tinnitus (ringing in my ears), migraines, and anxiety since a concussion several years ago. I never pay for apps, but the Calm App is so helpful that, after paying for 1 year, I’ve decided to pay for a lifetime membership. I love that I can choose to listen to a male, as many female voices increase my symptoms. It’s wonderful to have such a vast choice of categories to turn to. I love the 4 to 7 day training sessions for things like decreasing pain, decreasing anxiety, decreasing headaches, and falling asleep. When my tinnitus is bad, I use one of the sleep meditations to help overpower the sound and allow ne to fall asleep. When I have a headache, I lie down and listen to a calming meditation, and the headache resolves, or at least decreases. These guided meditations really help soothe my anxiety. The different daily meditations help teach what to do for various issues, and you can save the ones you especially like. I highly recommend the 30 day Intro to Meditating, as it helps you become adept at meditation. This app is so worth getting!"
thetrashman71912,2022-01-18 21:06:18-07:00,5,0,The calmest place in the world,"If you have had a bad day you will not retreat calm I promise.
In 5 to 10 minutes you will drift off into wonderland and dream the best dream."
techyy,2022-01-18 20:25:42-07:00,1,0,No Free Trial,"I’m surprised that Calm doesn’t have free trial. I tried Headspace and Calm both at the same time. In my opinion, Headspace is much better in terms of the interface design and app contents. I purchased Calm’s annual plan by mistake when I wrongly assumed it comes with free trial. A waste of money."
laemk,2022-01-18 20:03:33-07:00,5,0,Calm,I have used Calm going on two years to help me relax & fall asleep. It works much better than pills without the side effects! I wouldn’t be without it.
briehoffman,2022-01-18 19:55:12-07:00,1,0,You have to pay for everything!,The app is free but almost nothing is unlocked without paying $70. Nothing like it use to be sadly.
A.nonomus,2022-01-18 19:53:35-07:00,5,0,Stronger than my anxiety brain,"I have terrible anxiety brain when trying to sleep, however when I turn on one of these stories I’m out in a matter of minutes."
djdjjcdnndncjf,2022-01-18 19:40:45-07:00,1,0,It would be nice if I could use it,I mean it would be great if you could use it for free a little the only thing you can use is one ten minute meditation thing and that’s all I could find and every thing you could the you need to pay $70 to do this and u only get seven days to use it free like dude cmon I’m 15 I can’t afford $70 a year I got school and obviously don’t have a job I’m just saying I think it would be great if they made it a little more usable and budget friendly that’s all.
Swd2010,2022-01-18 19:27:16-07:00,1,0,Joke,"What a joke. can’t access a thing. I am about supporting apps but there is zero purpose to this except to get your money. But hey, it’s “free”."
ToneCat4,2022-01-18 19:07:11-07:00,5,0,Sleep for Baby Meditation for Me,Mr. Alan Sklar puts my grandson to sleep every night in 10 minutes or less. I get the most wonderful different meditation for my Gemini moods. The best meditation app for the whole family.
Graemeandkari,2022-01-18 18:33:46-07:00,5,0,Calm,This is the best app ever
Niccolett,2022-01-18 18:20:12-07:00,5,0,PLEASE READ,"I only put a five so you can see this. Every single soundscape is locked. I would NOT waste my time downloading this app, unless you have loads of money to spend."
mindful dr ch,2022-01-18 11:40:17-07:00,5,0,Excellent practice and improved knowledge for all,Awesome
buggitybigbiggy,2022-01-18 00:48:27-07:00,2,0,Review for Calm,"I love the app and all it’s content, it truly does help! My only issue is that you have to pay for multiple podcasts and etc. why should we have to pay for peace and meditation when you’ve made ads that convinced you were a free app with free content."
mobish,2022-01-17 23:36:16-07:00,1,0,First try,How can the app be free when you have to pay just to try it? It is impossible to use w/o providing your credit card info. If it’s a free trial then make it free. It’s the principal. Very disappointed.
fath3rjozy,2022-01-17 22:11:47-07:00,1,0,Everything premium,Cant do anything at all 🤣
Lorie from the left coast,2022-01-17 21:12:20-07:00,3,0,I don’t like the new layout,"I love Calm! I really do-BUT you moved the check in off to the side and that is incredibly inconvenient. I do t usually rate apps, but this move upsets me. 
I also don’t like where you moved the Sleep tab either. 
Work on the layout-it is the best meditation app out there, but the new layout is upsetting, not calming. 
Thank you…"
Miya6,2022-01-17 20:47:56-07:00,3,0,Startling Me,"I hope I can explain this well. And hoping someone out there has a suggestion. 
I’ve been using Calm off and on for a month now. I paid for the yearly subscription. I believe it can help me learn to meditate better, center myself and fall asleep faster. 
However; when I do the daily meditations with Tara , there are long periods of her not talking and just water running in the background. But then she starts talking again and I am so startled, that it takes a while to get my heart to stop racing. I actually just end up turning off the app at that point.  Not good for anxiety. 
I have had the same issue with the sleep stories. I am falling asleep or dozing off and the voice will scare me back awake. I think some of its due to headphone and the noise/voices being right in my ear. 
Does this happen to anyone else? Have you found success by sticking to a certain theme within the app or a certain narrator? 
Thank you!"
Best and worst apps ever,2022-01-17 20:20:13-07:00,5,0,It helps me sleep,When i didn't know about the calm app I couldn't sleep but when i found out about it I slept so long you should try it to!
vobher,2022-01-17 19:46:44-07:00,1,0,Not free.,"Nothing on this app is free, and it is maliciously designed to steal your data."
game could be fun BUT,2022-01-17 18:05:19-07:00,1,0,pay wall block,the app is free to download but not free to use. every time you click something to listen to or interact with it prompts you to pay ($70/year) so you really cannot use it until you pay. nothing at all like what the ad showed me.
olivia mad,2022-01-17 12:40:18-07:00,2,0,Ok,It cost money but it is a good app
Bromcdude,2022-01-17 08:55:44-07:00,5,0,10/10 would recommend,Haven’t felt this at peace in a long time
JoanRaeB,2022-01-17 06:01:40-07:00,5,0,Sleep stories are amazing,I’m hoping you’ll be able to add new stories more frequently!
Formerly Happy Customr,2022-01-16 23:05:29-07:00,3,0,Used to be better,The UI to access new sleep stories or to search for sleep stories is awkward to find. But I’ve used it nightly for years and years now.
Souc2145,2022-01-16 22:06:01-07:00,5,0,Great!,It is worth the money it really helps my kids sleep witch is a miracle
superstj,2022-01-16 15:44:01-07:00,5,0,Amazing app,Absolutely love it! Use it everyday for music and meditation
Senior avid tutor,2022-01-16 15:23:19-07:00,5,0,App,Helps me fall asleep and relax
Babsgotabs,2022-01-16 15:02:21-07:00,5,0,Anxiety 📈📉,"This app has in a short helped my anxiety tremendously. In particular, Panic SOS by Tamara Levitt. I’m so thankful for this app, I don’t know where I’d be now without it."
sgakajnsulabs,2022-01-16 11:53:47-07:00,5,0,This is the best,I love this app so much I have a trouble family and they get on my nerves and this app is the best but one thing is add more famous people plzzzz🙏🏽🙏🏽🙏🏽🙏🏽
Letty*88,2022-01-16 09:04:04-07:00,5,0,Meditation and Afternoon Reset,First time logging in and took both of the sessions referenced on title. They were both excellent! Thank you!
kya794,2022-01-16 07:47:44-07:00,5,0,Love Calm! Suggestion — manifest meditations,This is an amazing meditation and sleep app. Seriously use it every day. I’ve been getting into manifesting lately and was wondering if Calm would be adding manifestation meditations?? I think this would be a great addition and would be used by a lot of folks. Thanks!
calmergirl,2022-01-16 04:26:14-07:00,5,0,One of my best friends,Calm has become one of my best friends. She is always there to help me in my mindful journey. Tamara and Jeff are so important in my life. Calm is most important in lulling me to sleep. Calm has so many stories that I never hear the end to no matter how I try!
TuRtLE capRISUN,2022-01-15 21:09:55-07:00,1,0,Do not download,This app is horrible you have to be premium or VIP to even listen to something like I’m not spending 70 bucks just to listen to music I’m just going to go to YouTube and search music to fall asleep do not download this app it made me create a account and is trying to make me spend like a whooping 200 dollars just to listen to 3 PLEASE DO NOT Download this app is HORRIBLE I HATE IT
Veritomor1,2022-01-15 20:32:32-07:00,5,0,Cannot live without Calm,From morning to evening Calm makes you aware of your spiritual being LOVE THIS APP! must have app this year and every year
mikeyhs,2022-01-15 18:50:21-07:00,5,0,Review,The best app ever
T E Dyer,2022-01-15 18:00:05-07:00,5,0,Beloved part of my life,"Calm is a treasure trove of peace and tranquility waiting to be explored. Few things in this world offer one the chance for the soul to find rest and renewal, and Calm is among them."
GraceNdMylo,2022-01-15 09:17:28-07:00,5,0,Postpartum blues,"This app has truly brought calm to my mind, body, and spirit. My gratitude is explosive at this point. There is harmony in meditation. Try it!"
r3mainCalm,2022-01-15 07:18:49-07:00,2,0,Maybe number the lessons,Little difficult to find the lessons in sequential order
Nightowl in Boston,2022-01-15 06:22:58-07:00,5,0,Love the sleep features,Most nights I use the sleep stories to fall asleep. Always soothing and distracting. Sometimes shake it up with sleep music track instead. Gets my brain off it’s obsessions.
Kikib67,2022-01-15 06:00:05-07:00,3,0,Meditation,More free meditation would be nice
Karma alright,2022-01-15 01:07:53-07:00,1,0,The not so free FREE APP,What a crock. Tv add says free app and you  open it up to everything is locked unless you pay. Terrible!
Mexgerman,2022-01-15 00:14:52-07:00,5,0,Thank you,One of the most amazing apps..truly truly has helped with many things from sleeping issues to teaching me to breath and deal with stress and anxiety
🤪🤪🤪🤪🤪😐💩💩,2022-01-14 21:20:27-07:00,5,0,Amazing!,Helps me calm down ever night! I use it for babysitting and the kids love the sleep stories. Highly recommend!
Amron210,2022-01-14 20:00:00-07:00,1,0,CANNOT UNSUBSCRIBE,I have searched online and tried to get support from Calm to no avail.  Why can’t the app have a simple method to unsubscribe like most others do?  I will be reaching out to Apple but this is ridiculous.  DO NOT RECOMMEND.
Taoswoman,2022-01-14 19:09:56-07:00,1,0,False flag,I hate not knowing until after I make an account that there is a big charge for something. That was true in this app. I have deleted the app and I would like you to cancel my account and remove it from your database. Please tell me where I can send you the information to remove.
Mandiweiss3,2022-01-14 18:28:34-07:00,5,0,❤️❤️❤️LOVE THIS APP❤️❤️❤️,I absolutely love this App!!  I purchased the lifetime 2 years ago and. Use it every night
KungFuRomeo2,2022-01-14 17:59:07-07:00,5,0,I am loving it!,"If I could rate this more than 5 stars I would! This game DESERVED
editor’s choice award 🥇🏆 but I do not like how all the stuff are locked for guests! So basically I have to buy to be calm!? :( please make more thing available I love this game I really do the celestial sunbeams are my favorite this game is the best! Thanks for finally making me            

                                                 Calm
                                                ~~~~~"
babygirl0808,2022-01-14 16:08:42-07:00,5,0,I love calm,Best thing ever.
Redrobin51,2022-01-14 15:13:43-07:00,5,0,Amazing!!!,Calm is one of my favorite things I do each day!!  It really helps me. I love it!
ntsvcs1632,2022-01-14 14:52:05-07:00,1,0,Not free,"Anything useful cost money so I use YouTube and play the free videos there to help me relax and to sleep, no need for this app"
sleepygirl64,2022-01-14 11:40:34-07:00,1,0,App won’t open,Every time I click the app it closes on me.
Kotone chan,2022-01-14 11:18:39-07:00,2,0,I love this app…,"I love the Calm app but when I logged into my Apple Watch app, it froze. I prefer to meditate on my phone rather than my watch. Could you please fix this issue?"
crosskira,2022-01-14 10:10:26-07:00,5,0,Sleep stories!!,"I’ve struggled with falling asleep for most of my life, where it sometimes takes hours. I do have bouts of not being able to sleep at all. I’m not sure how this will do during those more intense times, BUT the sleep stories have knocked me out twice now and that is a MIRACLE. I love the celebrity stories and how well they tell them. I’ve always been one to hyper focus on my thoughts or get lost in my day dreams or an annoying sounds so I never thought a sleep story would work, but I realized when I started to fall asleep during a lecture (while I was in my bed) that if I try to focus on something kinda boring I might be able to pass out 😂 helps my mind not hyper focus! I’m still in the 7 day free trial so it doesn’t hurt to try!!"
Mchellw33,2022-01-14 04:32:09-07:00,5,0,Review,So relaxing and refreshing🤗
cheeapet,2022-01-14 04:21:47-07:00,2,0,Unhappy,I think there shouldn’t be a calm premium because some people can’t pay for it. But otherwise it’s ok
Here'sYourFartBottle,2022-01-13 23:51:56-07:00,1,1,Pay-Walls,"Everything is blocked by the paywall. I saw the ad on TV and thought it would be a nice try but then I try to listen to something, ANYTHING, it won’t let me unless I pay $70? You should have some sleep playlists for free at least. I guess sleep and a stress free life is hard to get for the less fortunate. As a high school student I’m just trying to listen to something while I sleep man. Life is pay to win and I’m a free to play player. :("
Jopasquale,2022-01-13 22:57:41-07:00,4,0,Sleep,This is very calming
tay6474370,2022-01-13 21:27:32-07:00,2,0,A shadow of what it once was,"I first downloaded this app years ago and loved it. Since then, everything free has been removed. There’s no reason to download this app unless you immediately plan to pay $60 (is it still 60?)."
TrevorC4,2022-01-13 21:21:21-07:00,5,0,Really helps,"The anxiety guided meditations are fantastic, I can’t recommend them enough! S/o to the fantasy footballers for therecommendation!"
Imagine me an alligator,2022-01-13 19:39:45-07:00,2,0,Logged out,"When I did the most recent update it logged me out. I have been signed in on the same device for years, and can’t remember my password. It’s frustrating because the majority of recording are “premium”. Honestly not sure what good this app is without an account"
knichaup,2022-01-13 18:06:12-07:00,5,0,Amazing,I fall asleep as soon as I put on a story
Tecola B,2022-01-13 10:26:19-07:00,5,0,Life changing,Very relaxing and therapeutic
Nasilala1,2022-01-13 10:10:45-07:00,5,0,No regrets,"This is by far THE BEST $5 I spend every month, no doubt about it. It took me about 18 months to get to a place where my mind is mostly calm and I’m in control no matter the external conditions around me, and now 3 years later I can’t imagine getting through the day without it. Sleep stories are my favorite! Thank you Calm!!"
Chad Neff,2022-01-13 06:42:40-07:00,5,0,Stabilize the mind,"As we age we work to stabilize the body, not to loose abilities we tend to take for granted. In a similar fashion, Calm helps me stabilize my mind"
Simplot employee,2022-01-12 22:25:22-07:00,5,0,Love it,I love it the mood changes instantly listening to the people and meditation
earthmummy,2022-01-12 22:22:16-07:00,3,0,Glitchy at times.,I start a sleep story and two minutes in it stalls. Not every time but enough to be an anonymous. The night does not change to the following day without clicking completely out of the app. All in all I am glad I have this resource.
SonalJassu,2022-01-12 22:16:46-07:00,4,0,Repetitive,"Calm sounds nice but most of the time, calm down talk sounds repetitive. Same words; same lines ."
_Hingle McCringleberry_,2022-01-12 21:51:18-07:00,1,0,Misleading Paywall,Useless. Need to make an account then pay $70 to access anything helpful
Jaycegudvangen2,2022-01-12 21:20:17-07:00,5,0,Worth it if you’re willing to pay,"This is one of those classic apps where you can’t really do anything with the app’s features unless you “unlock” them or pay for them. BUUUUUT on the other hand……..if you’re going through a difficult time, this may help. It has many great features to help with your mental health like breathing routines (💡gr8 b4 bed🔍), quizzes, noises to fall asleep to, podcasts and more. An easy to use app like this is a great way to start getting into habit of taking care of your mental health."
Pup1700,2022-01-12 19:27:55-07:00,5,0,It helped me go to sleep,I love it  is peaceful and you can go to sleep on it  really helps you
Rhoda Pearl,2022-01-12 19:16:25-07:00,5,0,The Calm app is essential to well-being,Thank you for the enriching content for wellness
samoht81,2022-01-12 16:20:29-07:00,5,0,Amazing 🤩,"It made me feel so free!
So alive!
Set new goals!
Get sooo calm!
The thing I like the most is……………The new choose your mood!
I give it a 10/10 star🌟!Buy NOW!"
wordeorm,2022-01-12 06:30:01-07:00,5,0,Slick UI,"Clean easy to use UI.  Cheers to the UX designers, the often overlooked heros of a good app."
mjaetu,2022-01-12 02:21:22-07:00,5,0,Amazing & TY..!!,"How many nights Calm has rescued me from full on anxiety attacks is countless…. Put me to sleep in minutes 100% of the time…
Comforted me with their precious sleep stories… Calm is always there for me. Ty to whoever invented it❤️"
b.young2010,2022-01-11 21:15:04-07:00,5,0,Miss Young,The best
castalea,2022-01-11 20:28:07-07:00,1,0,A 50 year off and on insight mediator.,"This is the second time I have tried calm. Not my cup of meditation. 
Totally what it was the first time tried contrololled. Very uninspiring. 
Force to choose some noise. Before bed this is like walking up on a camping trip. 
Must shut down my subscription ASAP. 
Sadly this is nothing but WOKE fluff."
fr delles,2022-01-11 19:23:26-07:00,5,0,CALM,Exceptional life saving app!
Bubba & Sissy's Mama Bear,2022-01-11 19:15:57-07:00,5,0,Meets so many needs,"From help falling asleep, soothing anxiety, finding peace, to prioritizing gratitude, the Calm app covers so many bases and helps build a foundation of improved mental health and wellness…something for the whole family.  Highly recommend!  The categories prompt you to address areas that you may not otherwise think to focus in on- but once you do, with consistency, you develop the tools for resilience, better coping, and the ability to find joy and light in your day."
makemecreamandscream,2022-01-11 19:07:46-07:00,5,0,Nuthfbf,Mommy
jgvygjhgyb,2022-01-11 17:45:49-07:00,5,0,Calm is horrible.,Okay the title is definitely misleading because I just wanted you to look at this review. It is like a normal good review because I love calm and it helps me fall asleep fast. You should definitely get this because it helps a ton. I love love love love love love love love love love love love love love love love love love love love love love love calm so so so so so so so so so so so so so so so so so so so much.
big salsa🍾,2022-01-11 16:53:55-07:00,1,0,Terrible,Fart
mostly SB fan,2022-01-11 16:23:27-07:00,5,0,Media,This is the most helpful subject yet. Just what I needed to draw my attention too. Thanks
alohaajc,2022-01-11 09:23:32-07:00,5,0,My favorite app,The only app I’ve used consistently and absolutely love!
Goody 😎😎😎🧸🧸,2022-01-11 08:04:07-07:00,5,0,Greatness,It’s great I love it
is anything availanle,2022-01-11 05:08:57-07:00,1,0,Not free,I began using this app several years ago and liked it because it offered several free programs within each category like the confidence series but over the last year they have all disappeared. Although it was limited it was helping me manage my stress.  But There is no longer any free programs.  I liked the few they used to offer but I can’t afford to pay for the premium service which is now the entire apps programs.  So don’t be misled by the description. You need a premium account to access all the programs.  It’s hard because I lost my job due to covid and my new job pays so much less I can’t pay the bills I have.  So looking for a new free app.
E11e89,2022-01-11 04:03:49-07:00,1,0,Too chatty,I’ve used other meditation apps in the past—but decided to give this a try. The selection that they have for free isnt a true depiction of the app so I decided to pay for the subscription. This will be my first and last year using the app. The moderators are too chatty. You can select a 25 min meditation for deep concentration and they are talking for the bulk of the meditation. How can one concentrate if the moderator keeps breaking concentration by talking. This is probably a bit odd but if you’ve used other apps you’ll understand—the voices on this app arent soothing but rather abrasive in my opinion. I think the glitz and glam of this app is the fact that they have celebs on the app like Lebron—but you can get what you need from an app that doesn’t require a subscription or one that doesnt have a hefty price tag.
frugalgg,2022-01-11 00:34:36-07:00,5,0,Calm,I enjoy Calm so much! I believe everyone should get it!
ArigatouArigatou,2022-01-10 21:48:53-07:00,5,0,Best ever,I’m 10 and I have ADHD so it’s hard for me to get a good sleep and my mom recommended the app calm and at night I use it to help me fall asleep or calm down my depression it really helps.
AC3579125,2022-01-10 20:02:02-07:00,3,0,Bugs,"Lots of bugs with playing sleep stories. Newest bug is that after the sleep story fully plays, my phone screen never shuts off. So I wake up and my phone screen has been on all night. Not great for the phone."
PJP1991,2022-01-10 19:27:55-07:00,2,0,Why,I rate this 2 stars by you have to log to do anything and I can’t log in so this app is pretty useless unless you can or are allowed to log in hope my review helped
Growlerfam,2022-01-10 18:54:31-07:00,5,0,Very inspiring,Call is inspiring and peaceful.
cinderellaisfreenow,2022-01-10 16:09:17-07:00,1,0,Home page errors tech help horrible,Tech help horrible & old meditations stuck on home page
betterbest,2022-01-10 14:21:59-07:00,5,0,Jeff Warren is Siberia,Try to enjoy his meditations daily
R1NAM1N,2022-01-10 06:09:59-07:00,5,0,I use CALM everyday,"The four apps in my dock on iPhone are Spotify, google maps, safari, and CALM. This is how essential this app has become to my overall wellbeing. 

3 years ago I started baking, which required changing my circadium rhythm of when I go  to sleep from midnight to 7pm. I developed anxiety about getting enough rest and turned to the internet for soothing routines. This is where I started an ASMR ritual before bed, eventually transitioning to distance reiki to calm my mind for sleep. I would consider youtube the free version of CALM.  Considering the ads that interupt, the imminent distractions, and the greedy curation of the app’s algorithm…. Calm is worth every penny. 

My aunt got me a CALM membership for a birthday or holiday almost 2 years ago and it has evolved so much in that time. The app saved my sleep sanity from that time I had 2 roommates & 3 dogs with a baking job where I would blast the white noise on my speaker to drown out the chaos. To now, adoring the work flow music that makes working from home, reading, and doing research much easier.

The greatest gift this app has given is the Daily Calm. They’ve now added Daily Trip too which is similarly fantastic. Meditation is humanity’s greatest tool, and as we partner with technology, CALM is an essential facet to keeping our sanity with the inevitable inseparation from our devices. 

I love the white noise related to wind & rain (wind in pines!!!!! Bamboo forest! Public museum is also a hit), the sleep stories (harry styles, asmr whisperer, etc) the music (michael denny, toro y moi). 

It’s interesting to watch how the app changes every few months, and I’m looking forward to the next update. The current layout is quite silly and confusing. 

Grateful for the free year trial Kaiser has given Americans!"
