날짜,리뷰,별점
"December 13, 2021","Bright, loud, unskippable ads in the Sept update. I'm trying to get to sleep, not wake up. And the only option is a subscription service? Highly customizable sounds, but I have to find a new app that won't wake me up when I'm trying to get to sleep.",2
"December 20, 2021","This app was great when it was just the banner ads but now they randomly put in loud video ads that you can't skip when you select one of the sounds....this is a big nuisance, especially late at night when you're about to go to bed....uninstalling, and looking for another.",2
"November 7, 2021","As others have said, this app used to be awesome, but the unscipable and LOUD 15 odd second adds are rediculous when you are lying down relaxed for bed and setting up a soundscape. The animation style of these adds are also very in your face and intense, which completely defeat the purpose of a wind down and relaxation routine before bed...",1
"November 7, 2021","I used to love this app, the customizations are great and i like that i can control the volume of just the app. HOWEVER, there's now video ads that you can't skip and are jarring when you're about to go to sleep! Not cool!",1
"November 8, 2021","Oh my God! This app is amazing I never thought this app make me feel free, Relax, and main thing when I sleeping I used to listen Rain sound with my choice. That what kind of rain I like. Thanks alot to the developers of this app. Waiting to see more updates in this app. Love you guys.",5
"November 5, 2021","This was a great app. The options are great, but when a very loud ad interrupts the calming white noise I put on to try to sleep it really makes it hard to like this app. Ads for this app should really be limited to visual banners only and not loud burger King commercials that interrupt the sounds at midnight.",2
"November 2, 2021","Love the sound to choose from and you can also customize to create so many more. If you are starting it for a child who is settled down or asleep, be sure the volume is down as it is no fun opening the app to a blaring ad. If you can remember that, you're golden.",5
"January 12, 2022","Was great before the update and now there are loads of ads. Little trick though, when an ad pops up just quit put of the app, close it and reopen the app again",2
"January 19, 2022","Really nice sounds. Can customize it to your liking, but when your trying to fall asleep and an ad come blaring on. Really ruins your sleep..",1
"November 22, 2021","i wish some parts of the ui were a little clearer, and that it used quieter ads, but overall i like this app pretty alright. if both of those issues could be resolved it would be a 5 star rating, easily.",3
"January 20, 2022",Down from 5 to 1 star. App will just randomly stop long before my timer. Frustrating because it will wake me up when it just stops like that.,1
"October 27, 2021","In the last few months or so, ads now load when you start playing a sound. It's very off-putting for something that is supposed to allow a person to relax. It doesn't make me want to purchase a version without ads--- it instead makes me no longer want to use it.",1
"November 12, 2021","Great for the most part, but the timer no longer works. To the developers: please fix the timer as it's useful when one needs to drown out ambient sound during the night, but not their early morning alarm.",3
"December 14, 2021","The different sounds all have wildly different volumes with some being to quiet to even use effectively, and I'm getting really sick of this app stopping the sounds randomly. I have no timer, don't suddenly pause the one single purpose of the app. Garbage, gonna make my own sometime",3
"December 10, 2021",It worked fine until 2021. It stops periodically and starts up by itself. As soon as I drift to go to sleep it stops it stops I started and again the cycle continues. I don't use it anymore.,2
"October 31, 2021","This works for me. Many options to combine sounds or use and modify pre-set items. A single ad, and then I set the sound I want, set the timer, and I'm asleep long before it stops.",5
"January 4, 2022","Yes, there are ads. But only to activate a new sound. Not in the middle of the night while sleeping. This is awesome",5
"November 6, 2021",Best sleep app by far. Plenty of sounds choice and timer. I use this every night due to tinitus and insomnia. I use it on my i pad and stick it under my pillow. Works great.,5
"November 18, 2021","Its been years since iam using this amazing app, all the sounds are beautiful and peaceful but the rain sounds ... Aah, because i love rain more than everything and these sounds make me feel like its really raining when i listen them, eyes closed This app is kind of my friend, best friend of an introvert.",5
"January 1, 2022",The sounds are of great quality and help my mind relax during the night. I have tried others and they do not hold up to these. I need these to sleep!,5
"December 30, 2021",Extremely easy to use. Love all the different sounds and combinations you can add in. Helps me fall asleep every night,5
"January 12, 2022","This app always gets me to sleep. And the sounds are soothing too.i really recommend this app since I can't sleep without me listening to this Best app. 100/100, would def recommend",5
"November 9, 2021","I really enjoy the different, Sleep Sounds that I can choose from each day and especially at night. Their very soothing and relaxing, especially after a hard day at work. I really appreciate knowing that I have them to look forward to every day.",5
"January 7, 2022",Very relaxing 😌 you can also put a Spotify playlist playing at the same time .it is so cool.can replace background sounds on ipad or android,5
"November 29, 2021",This app is an amazing experience and I live it. I do hear complaints about ads but I don't get any with the play pass so I really like this app,5
"September 24, 2021","I really enjoy falling asleep to these customized sounds. The customization of which sounds and the different volumes for each is wonderful! I don't appreciate the LOUD advertisements without the option to mute them, randomly playing when you try to open a sound scape. Advertisements on a free app are fine, but as loud as these are, for a calming sounds app, is ridiculous. There are other apps out there, for free, without this annoyance, I guess I'll be exploring them.",3
"December 9, 2021",I've had this app for three years..for the most part it's been awesome but lately before what I choose to listen to comes on I get a not so soothing app advertisement.,3
"November 7, 2021","Good sound choices. Would like the option to fade out when setting the timer, instead of the sounds just stopping abruptly.",4
"December 25, 2021",Just what I needed to help me sleep: a 30 second unskippable ad that takes you to their website regardless of which button you push at the end.,1
"October 20, 2021","I think this app has really helped me. I struggle to fall asleep a lot and it helps to calm my mind and slow my racing thoughts. The sounds are realistic and you don't notice any looping, which I notice on other similar apps. I just wish there was a paid version with once-off payment and you get to own the app.",5
"September 14, 2021","Great discount price!! (£4.50 for the first year)... lots of great soothing sounds, definitely something for everyone!! SMALL Room for improvement!: A few sounds do not sound authentic. E.g ""Snow"" sounds like a heavy scratching instead of the light, soft, sound that snow actually makes! Desert is just very windy. Thunder has rain sounds only when it thunders & then quiet inbetween, so you need to play it with rain too otherwise it sounds out of place & then it's too noisy! Great value!!!!**",4
"September 24, 2021","Used to be great. Now I can't turn it up to where I can hear it without it turning the sound completely off. The app doesn't shut down, the sound just turns off even though it says it's still playing. I've used this app for years and it's started to do this every night for the last several months randomly and no, there isn't a timer set. It makes no sense. 😩",2
"November 6, 2021","Phone gets warmer and drains more battery all of a sudden while using this app, only started happening recently, also it happens on multiple phones.",2
"December 10, 2021","Honestly the best app for creating your own atmosphere for sleep. Please add more sounds though, would really love some kind of underwater vibe.",5
"November 8, 2021","App has recently started to overuse my CPU, causing my battery to drain incredibly quickly. Used to be able to have sounds on all night, now I wake up to the sounds cutting off as my phone dies",3
"September 13, 2021","1. When you want to switch the sound, it inserts ads with loud sound which wakes you up completely. 2. Doesn't react to the stop button on the bluetooth phones. 3. When the phones are turned off, it... switches to the loudspeaker instead of stopping!",2
"October 5, 2021",I use it every day. It does what it's supposed to do. I can customize my sleep music and also set the timer. Ads are annoying sometimes when I'm in the middle of customizing my music but they rarely appear to me and you can also pay for the premium so still good for me!,5
"January 11, 2022",It's great! Limited adds and you get all the sounds you want without paying,5
"October 31, 2021","Wow, surprised by the sound file quality. Very wonderful selection and variety. So customizable haha! Thank you Sleep Sounds. I've been looking for a good Fireplace sound!! ☺",5
"December 21, 2021",Been using this app for 3 years now its the only thing that gets me to sleep and keeps me asleep love it. You can personalize your sounds as well best sleep music app.,5
"November 17, 2021",I love it! Best free app and doesn't require you to set up an account. It's easy to use. I recommend for you to try this app.,5
"October 20, 2021",Very nice app. Sounds are good. My go to is the brown noise with rain on window and wind blowing. Knocks me out everytime lol. The ads don't bother me much for it being free and they seem to only appear once every 2-3 nights before I lay down so sweetness!,5
"January 5, 2022",Best app. It's great. I'm using it. I really like this sleeping sound app. So beautiful. I absolutely love this app.👍🏻💯,5
"November 3, 2021","Love, love, love this app. Especially the Relax section. I like also that I can set a timer.",5
"December 22, 2021",I really enjoy having so many options to overlap sounds. My go to sleep aid for over a year.,5
"September 16, 2021","Really good. I've just tried it, want to support it. I'd pay whatever right now but I don't want to think about a SUBSCRIPTION when I'm trying to fall asleep. Now that I've written it and am... well, AWAKE... it sounds even dumber.",5
"October 25, 2021","I like it. Many options to choose from and variety. Only thing is the timer is not reliable. In the middle of the night it goes quiet and once I wake it, it starts playing again.",4
"November 18, 2021",Sounds modulate in intensity too much. Rain sounds do not sound like any rain I've ever heard.,2
"October 21, 2021","I used to use this app every night but now that they have added these ridiculous ads, I will be deleting it from my phone. This app is for relaxing and long, obnoxious ads just to even switch sounds is ridiculous.",2
"January 2, 2022",Very relaxing. The transition to sleep nightly is smooth & a blessing!,5
"December 16, 2021",It is a great app I have been getting very good sleep ever since I got and I love that it is aesthetic 🔥,5
"November 28, 2021",Excellent app. I love all the sounds and they make me sleep so well,5
"November 14, 2021",This app helps me so much to sleep.There are so many different sounds to pick.,4
"January 23, 2022",Very helpful app during quiet time with my students!🤫 Lucy V. /Montessori Teacher,5
"January 23, 2022","Great App, Beautiful UI, Easy To Navigate.",5
"September 11, 2021",sounds are so realistic. I don't sleep well. PTSD but this helps to relax me and eventually I drift off every time. Even if it is only a 45min Nap..all sleep Matters🙌,5
"September 14, 2021",Great app. I love how there are so many sounds to use. What I found funny was how chewing was an option.,5
"January 2, 2022",Used to be fine. Now riddled with ads. 0/10 just find a free one,1
"November 16, 2021",This Sleep Sounds app has so many sounds to choose from. I am really happy with it.,5
"September 28, 2021",Love this app! There is such a variety of sounds and the timer plus option to combine different sounds is a bonus!,5
"November 20, 2021",I love this app it's so relaxing and I use it often to get my baby to sleep ❤,4
"November 5, 2021","You can incorporate different types of sounds,giving you an option to choose from a variety of different ways. I sleep so well now .",5
"January 16, 2022",Best thing to listen to when you can't sleep or can't turn off,5
"November 12, 2021","Easy to use, love that you can mix sounds.",5
"November 11, 2021",Been a real help on trips or nights I am just not able to shut off my brain long enough to sleep.,5
"January 20, 2022",It's really amazing 🤍 sometimes i fall asleep by it sounds.. you should try !🤍,5
"October 22, 2021","A great variety of sounds and options, easy to use. It's a huge help in letting me sleep through the night!",5
"November 24, 2021",Brilliant app. Gets me off to sleep very well. Lots of choice 👍👍👍,5
"October 30, 2021",It's good. I think they should add more instrumental music!,4
"November 19, 2021","very good application, also very useful in helping me to sleep calmly and relax",5
"November 15, 2021",Wonderful up. Bt needs more sound basicaly in piano section.,5
"January 19, 2022",100% reliable. Variety of sounds to help you sleep or relax 🔥🔥🔥,5
"October 23, 2021","At first really enjoy listening to all the nature ,ocean,rain sounds but they don't change same sounds after a while got boring",4
"December 20, 2021",High quality sounds Epic category of sounds Clean and easy to use ☺️,5
"December 17, 2021",This app is the best for relasing or sleep 💜,5
"October 11, 2021","Great for getting to sleep, lots of ways to customize your own night-time soundscape.",5
"September 12, 2021",Love having the timer as it really saves my phone from powering down. Just wish there were more available sounds,4
"October 15, 2021","I really enjoy this app, I wish that everything were free and that there were more soundscape options such as rain on a tent, underwater sounds or ocean front waves with seagulls for instance.",4
"September 16, 2021",New update is now just an ad farm. Multiple popup ads now. It stops itself to try to load ads.,1
"October 21, 2021",This app is what I use nightly to soothe me to sleep ..The fact that you can customize what sounds you want are a big plus..,5
"December 12, 2021",I use this when traveling to cover the background noise in hotels. Thanks for the good night's sleep.,5
"October 22, 2021",Great app. One of the few free apps that letbyou adjust the sounds to your preference.,5
"September 23, 2021",Love that I can combine sounds! So many choices you can make the perfect combination.,5
"January 8, 2022","Great varied sounds, able to custom",5
"November 6, 2021",Grat app but if you could add to asmr section typing on a computer,5
"October 29, 2021",Love this app. They have all the right sounds.,5
"October 14, 2021","Wonderful, helps me go to sleep and the timer is so helpful not to drain your battery!",5
"January 22, 2022",Super good app! Makes me fall asleep every time :D,5
"October 8, 2021",Really well done. Very realistic sounds and very soothing.,5
"November 28, 2021",Great app but could be better with 8d sound,4
"December 14, 2021",❤ Great app. My baby like so much,5
"October 23, 2021",I love the sounds. A great variety. I just started using the app but I notice a difference in my sleep when I don't use the app.,5
"October 3, 2021",Excellent app helps me relax and get to sleep Everytime had this app on my old phone and just had to download it again on my new phone just brilliant,5
"November 17, 2021",I have had good time with this app.easy to use and sounds are amazing,5
"January 3, 2022",Best app ever like there's nothing to worry about anymore because before the demon in your closet attacks you just sleeps right away best app ever,5
"January 17, 2022",This app has helped me through many nights fall asleep. Life saver,5
"October 21, 2021","I've been using this app for years helping to sleep better. There are ads but it's free, so I can't complain.",5
"December 20, 2021",this app is too good for sleep and meditation this app sound is to good this app sound like real natural sound,5
"October 7, 2021",Really like this app. It helped me fall asleep more quickly.,5
"September 26, 2021",Ads suck for apps like this. Not to mention 15 seconds. Ridiculous.,1
"November 7, 2021","It says to push the button to begin, but I can't find the button!",1
"November 6, 2021","I am about to fall asleep, with a soothing sound... then an extremely loud commercial plays",2
"December 30, 2021",perfect nature sounds to Block out disturbing noises.,5
"November 4, 2021",Love it! Helps me to fall back to sleep faster!,5
"September 19, 2021","It showed as available at 80% off ,(INR 440.0/- pa, but charged 2200.00 from my credit card..) .. I feel being cheated..",1
"November 27, 2021",I have apena and this App really helps me relax to sleep. Love it❤,5
"November 12, 2021",Love how you're able to customize this sleep sounds.,5
"September 5, 2021",Helps people go to sleep and you can customize the sounds expecially for you.,4
"October 21, 2021",Thank you for this amazing app. Can you please add a sound of a barking dog that comes from far away?,5
"October 25, 2021",It's just awesome . It's feel me refresh . The sound makes me really good. I just love this app♥️,5
"December 11, 2021",Great app! Keeps me from counting sheep!,5
"January 19, 2022",Great app. Lots of options.,5
"December 14, 2021",Love the app!! This is sooooooo relaxing and beautiful 😍.,5
"September 18, 2021","Bro first time useing this app, you know when you have marks on you face from the bed shets bro, i really thank you for taking your time from out of your day to make this app its truely amezing bro keep up the good work. And i sleeo like a bady bro i woke up with spit on my face lol",5
"September 13, 2021",Awesome app helps me to sleep nightly . So Many amazing options too,5
"October 8, 2021",Has really helped with having tinnitus the rain sounds help to to get to sleep quite easily,5
"October 16, 2021",This app is AMAZING! Keep it up! Im waiting for new sounds😊,5
"December 13, 2021",this is so good now i don't need to download a sleep song because i can make my own sleep sound in this app,5
"November 14, 2021",This is really a marvellous app .....this is so relaxing....thnku so much for this amazing app,5
"September 25, 2021",I love it and it makes me sleep fast and I love the voice inside it makes me relax for me to hear it,5
"January 14, 2022",I almost fall asleep instantly this is a wonderful app for those restless nights,5
"October 13, 2021",Like to hear all the sound.. Really help me to calm n get enough sleep..,5
"November 19, 2021",Very happy with available sounds for sleep,5
"January 20, 2022",So good app I love it it's amazing this is the best app for sleeping,5
"October 5, 2021",All time favourite. Useful while working and even while sleeping.,5
"November 9, 2021",Love it except it drains my battery ridiculously fast.,3
"September 12, 2021",It's incredible application But one thing bothering me is the timer 😩,3
"September 17, 2021",I've been using it for 2 years now. It's free and having this app makes me feel calm and 💯% helps me sleep peacefully. Thank you❣️,5
"October 23, 2021",Great app. Fulfil it's purpose. Hope there is more sounds for next update. Thank you,5
"October 12, 2021",Absaloutly amazing sounds I love creating them for different moods each night,5
"November 29, 2021",Loud as hell ads. Uninstalling,1
"November 5, 2021",Dont know what happened to this app but now it heats up my phone and drains my battery like crazy,1
"October 28, 2021","A lot of options, you can make any combination you want, you can change the volume of each individual sound, you can use it without wifi, the combination you made is easy to alter, you can put a timer for when you want it to stop, the sounds are actually relaxing and are really helping me go to sleep. I can't really think of anything bad about this app, it's just perfect for me.",5
"October 25, 2021",Great helps me and the wife to sleep best sleep ever a lot of combination to choose frome,5
"October 12, 2021","Love the sound of rain, it lulls me to sleep!",4
"November 2, 2021",Long noisy ads.,1
"December 12, 2021",Very relaxing. Helps me sleep every night.,5
"January 8, 2022",The best I have found so far and I have tried quiet a few! Thanks for helping me get to sleep. xxx,5
"January 15, 2022",Realy.. my mind is relax now.i an sleep long time.best and better app.good,5
"October 20, 2021",Helps me sleep and blocks out other half snoring!! 😆😆,5
"January 8, 2022","Nice, almost no ads",5
"September 17, 2021",I love the inspiration music. So beautiful.Great job on this cool app,5
"October 1, 2021",It's so soothing. Calms me when I'm depressed and lifts my spirits.,5
"January 6, 2022",Installed this on my phone. Tried to use it. It put me into a never-ending cycle of ads. I couldn't get out of it without uninstalling. Never got to hear a sound. Found another app that's much better.,1
"October 31, 2021","I've been loving this app for years. Now, the sound will turn off without any warning and seemingly without reason. It wakes me out of a dead sleep. I can't use this app, anymore. I've tried reinstalling and it did not help. Samsung S20 Ultra 5G.",1
"September 28, 2021","I love this app,helped me a LOT.",5
"January 21, 2022",Variety to chose from. I personally like the calm.,5
"October 24, 2021",this app is perfect for sleep. because i was always distracted,5
"September 27, 2021",Love all the sounds and options,5
"November 7, 2021",I like the app my house is noisy so this helps to study,5
"October 23, 2021",Very nice app it really makes me feel real goodnight and nice sleep.,4
"December 19, 2021",Starting interrupting with ads,2
"November 3, 2021",It's so great it helps me to focus on study,5
"January 18, 2022",When I put on this app i can choose what i want to hear so thank you for this amzing app,5
"September 29, 2021","Incredible, you can create your own sleeping musics",5
"November 24, 2021",Its perfect for me. I enjoy using this app. Knocks me out into a good sleep petty quickly. No pop up ads. No extra data required. Therapeutic enough for me.,5
"August 1, 2021","What a crying shame that the developers eventually had to succumb to commercial pressure and start letting ads over-rule the app. The very LAST thing I want when selecting my sounds for the night is an advert for Facebook, of all things. If you're in a position to afford the premium version of the app then you may find it to be valuable. Back when it was ad-free, I LOVED it. I'd set it up for 15 minutes and invariably would be fast asleep long before that time was up.",2
"July 30, 2021","1st, I'm not being paid for my review. This is the Best app I've ever tried for help falling & staying asleep. I love how easy it is to use. How I can create the combo of sounds that I know help me drift off at night, and the option of a timer to have it cut off whenever I choose. I've also found it very help when my anxiety gets high. There's more than just sounds to sleep to! There's music & sounds for meditation & calming. I recommend giving at least a 1 night trial, you'll be hooked! 😴💤",5
"October 18, 2021",Once program works smoothly,4
"August 1, 2021","This sleep sounds app has it all! From relaxing ambience to the song of birds, there are a large variety of tunes to put you to sleep. Users can also play multiple sounds at once to create a custom sleeping environment. Ads are limited, and there is a cute hedgehog in the wallpaper waiting to greet you! It really deserves 5 stars.",5
"December 22, 2021",I use it every night to fall asleep listening to the sound of rain😊,5
"January 20, 2022",It is awesome but I need more songs.,5
"October 4, 2021",Welll... i now got the app bc my cousin has it so. Ibtried it and its not making me sleep but ill takw off youtube and see if it works but four stars for now ill go see if it works POSTED:,4
"November 4, 2021",Theres a bug in THUNDERSTORM. Pls fix it,1
"December 14, 2021",Sleep sounds this is so good app for sleep ya for sleepin try this is so goods sounds sowg yesss i telly this is so good app try now,5
"November 26, 2021",Probably the best sleeping app out there must try it out for sure!,5
"December 24, 2021",Great App and especially as it is free,5
"November 2, 2021",Was good till it started bombarding me with ads and making me wake up right when I was about to fall asleep. A yearly subscription for the app to fulfill a trivially basic function is insulting.,1
"August 25, 2021","Okay I've held off rating this app for a few years now but I gotta say this app is truly awesome!! What takes it over the top with general sounds is the customization of different kinds of sounds. Want to go to sleep in the forest, hear the rain, hey might as well throw in the sound of a steam while your at it?? Geeze you forgot fire, oh you also forgot sound of leaves too. Then if that wasn't enough you might find that the water in the stream is too loud, or the fire..sooo turn those down too!",5
"January 14, 2022",Best app I've found so far,5
"September 17, 2021","I swear by this app and recommend it to everyone I know who has sleep issues. There are so many options to choose from and you can even customize them. Once I found a sound that worked for me, I stuck with it and having been using it for years. I put it on and am almost immediately asleep. If you're looking for a way to relax and rest, this is your app.",5
"September 20, 2021",Love it ❤ I like the rain noises it's calming,5
"August 21, 2021","Is it possible to not throw in ads that have sound? Always so frustrating when trying to use this app to help myself and those in my household get to sleep and a loud, blaring ad pops up before the selected sleep sound. I don't mind the noise-less ads, but why would ads with music and sounds be used on an app that is all about winding down for sleep?",3
"January 24, 2022",I love this very much... It also has menus and during the update ASMR also came... This is the best app for sleeping and relaxing,5
"November 9, 2021",I really love this app! Super helpful for when you're stressed and when your baby doesn't want to sleep. Highly recommend!,5
"November 25, 2021",Love this app. Have used it for years.,5
"September 18, 2021","I'd give it zero stars if I could. This app is supposed to play sounds that are conducive to falling asleep. So why on Earth would it play an annoying ad for a game when you first select a sound to listen to? If an app like this is going to have ads, they should be silent.",1
"October 14, 2021",It really helps when I'm struggling to get to sleep.,5
"November 1, 2021",I give it 4 stars bcz of 1 reason: too much mb and my phone can't handle this much mb 😭😭,4
"August 30, 2021","(plz read my full review) It's amazing it really makes me sleepy as if it takes to another world, i really reccomend it and i also reccomend the relaxation plus snow, fire, ocean and window rain. And regarding the reviews that say there are too many ads there isn't so much ads that it will ruin you're experience. 5 stars you deserve it",5
"September 3, 2021","I love this app so much! I always use it when I'm writing anything on my phone or if I'm just trying to relax. There's so many calm things you can listen to, my favorites are the rain on leaves, and calm night. You can even make your own custom ones for free!",5
"October 10, 2021","Lol the ads with sound go against what the app is intended to be used for. No one wants to see or hear these ads, especially when your trying to sleep. I imagine the app would be decent without the ads but I cant afford to pay for that..",2
"August 17, 2021","I really love this app I've been having a hard time sleeping for years, this app has helped me so much with anxiety, rudeness and just helped me so much as a person and as a lifestyle. I enjoy this app alot because you have so much variety and I make my own choices and sounds. Either way this app is a 1000/10 and I would definitely use to help with sleep and meditation. (Not being forced)",5
"September 3, 2021",Works great until it doesn't. The app keeps crashing or something because the sounds work great and then they shut off. I have to keep going into the app to restart it. Other than that the app works great.,3
"September 23, 2021","Great app , only one that has worked for me 💚😴",5
"August 20, 2021","Good options for adding sounds and adjusting volume for individual sound effects- not just rain or forest noises either! I prefer the travel ones, since they have a definite rhythm to them.",5
"January 8, 2022",This app helps me sleep very well.,5
"September 24, 2021","the music is so good you can sleep, you know",5
"November 7, 2021",Works great for me. I would give 5 stars but every so often the ap closes in the middle of the night.,4
"January 2, 2022",Great app. Love using it. Helps me calm down and go to sleep faster,4
"November 24, 2021",The variety of sounds is quite large.,5
"November 17, 2021",Great app.....puts you to sleep beautifully,5
"June 13, 2019","Great app! I love the fact that it plays all night long (you'll want to keep your phone plugged in). No discernible audio loops or cuts, no gradual diminution of the sound over time, no cutting off abruptly when the phone sleeps, just soothing sounds to lull you to sleep. And all are fully customizable. I like the ""Vivid Creek"" sound, with a little bit of crickets in the background.",5
"November 27, 2021",Melts the stress away and helps me sleep better. would recommend this app for anyone who has trouble falling asleep after a long day.,5
"September 16, 2021",Love so many options. It actually helps.,5
"November 22, 2019","Great app, really helps me relax and sleep. It has a lot of options that you can layer on top of each other at different volumes (love the train+rain+wind). The ability to set a timer is amazing. Also underrated feature but it doesn't keep the screen on while playing- so I don't have to worry about that. All in all, does it's job beautifully with high-quality sounds (and some music options!) would recommend if you like white noise that isn't just static.",5
"October 20, 2018","Wow ! Absolutely love it ! I'm gonna pay to get rid of the ads... but not because the ads are even annoying me, but just to throw a little support your way ! This is just one of those apps. thats a no brainier...you just gotta have it installed... it's as important to me as my email,eBay or Facebook . In fact I listen to it in the background while I'm on eBay and Facebook . It calms be down while I'm working so anytime I'm working on ebay I've got this in the background and listening to the rain on the windows....it's so relaxing to me .",5
"June 11, 2019","I like the custom option. I use it instead of the premade options. Those options are great, but I have sensory processing issues so it's nice to be able to make my own sound mix. It also keeps running even if I clear all my apps which is nice bc sometimes I clear all accidentally. It doesn't stop playing after a set time like an hour, some automatically do that, but this one stays on all night bc I want it to.",5
"January 16, 2022",Awful ad placement. Should be ashamed,1
"October 23, 2021",Really helpful when am try to gets sleep,5
"September 10, 2020","I really enjoyed this app for awhile. There is a very nice variety of sounds to mix for your own particular sound. However, the ads are very intrusive. I don't believe in complaining about ads in a free ap. That's just the way it is. There is only one when you set up your sound but it is a loud video ad. I woke up my husband several nights in a row while simply trying to set up my sound for the night. If it was silent, I'd give it five stars. Otherwise, the jarring ads dropped it to a three.",3
"December 5, 2021",LOUD Ads block sounds,1
